displayLabel|County|avgIncome:float|error:float|stateCounty
United States - Kentucky - Casey County|Casey County|26592|1758|KY-Casey County
United States - Kentucky - Christian County|Christian County|37061|1230|KY-Christian County
United States - Kentucky - Clark County|Clark County|46575|3711|KY-Clark County
United States - Kentucky - Clay County|Clay County|20175|3112|KY-Clay County
United States - Kentucky - Clinton County|Clinton County|23788|2083|KY-Clinton County
United States - Kentucky - Crittenden County|Crittenden County|34623|3877|KY-Crittenden County
United States - Kentucky - Cumberland County|Cumberland County|28135|2266|KY-Cumberland County
United States - Kentucky - Daviess County|Daviess County|42821|1332|KY-Daviess County
United States - Kentucky - Edmonson County|Edmonson County|35808|3607|KY-Edmonson County
United States - Kentucky - Elliott County|Elliott County|22097|6792|KY-Elliott County
United States - Kentucky - Estill County|Estill County|28324|2259|KY-Estill County
United States - Kentucky - Fayette County|Fayette County|47469|1167|KY-Fayette County
United States - Kentucky - Fleming County|Fleming County|31236|3015|KY-Fleming County
United States - Kentucky - Floyd County|Floyd County|27907|1882|KY-Floyd County
United States - Kentucky - Franklin County|Franklin County|47976|2207|KY-Franklin County
United States - Kentucky - Fulton County|Fulton County|31965|2332|KY-Fulton County
United States - Kentucky - Gallatin County|Gallatin County|41310|5930|KY-Gallatin County
United States - Kentucky - Garrard County|Garrard County|37095|3462|KY-Garrard County
United States - Kentucky - Grant County|Grant County|42475|2094|KY-Grant County
United States - Kentucky - Graves County|Graves County|35277|1966|KY-Graves County
United States - Kentucky - Grayson County|Grayson County|33965|2186|KY-Grayson County
United States - Kentucky - Green County|Green County|36575|4546|KY-Green County
United States - Kentucky - Greenup County|Greenup County|42377|2402|KY-Greenup County
United States - Kentucky - Hancock County|Hancock County|44892|3823|KY-Hancock County
United States - Kentucky - Hardin County|Hardin County|47540|1711|KY-Hardin County
United States - Kentucky - Harlan County|Harlan County|26582|1897|KY-Harlan County
United States - Kentucky - Harrison County|Harrison County|40582|4110|KY-Harrison County
United States - Kentucky - Hart County|Hart County|30969|1792|KY-Hart County
United States - Kentucky - Henderson County|Henderson County|40438|2720|KY-Henderson County
United States - Kentucky - Henry County|Henry County|43612|3071|KY-Henry County
United States - Kentucky - Hickman County|Hickman County|31836|4460|KY-Hickman County
United States - Kentucky - Hopkins County|Hopkins County|39312|1239|KY-Hopkins County
United States - Kentucky - Jackson County|Jackson County|21928|3453|KY-Jackson County
United States - Kentucky - Jefferson County|Jefferson County|45352|685|KY-Jefferson County
United States - Kentucky - Jessamine County|Jessamine County|47494|3093|KY-Jessamine County
United States - Kentucky - Johnson County|Johnson County|30820|3565|KY-Johnson County
United States - Kentucky - Kenton County|Kenton County|53213|1482|KY-Kenton County
United States - Kentucky - Knott County|Knott County|29451|2986|KY-Knott County
United States - Kentucky - Knox County|Knox County|21493|1858|KY-Knox County
United States - Kentucky - Larue County|Larue County|38891|2970|KY-Larue County
United States - Kentucky - Laurel County|Laurel County|36787|1997|KY-Laurel County
United States - Kentucky - Lawrence County|Lawrence County|28865|2676|KY-Lawrence County
United States - Kentucky - Lee County|Lee County|25129|4971|KY-Lee County
United States - Kentucky - Leslie County|Leslie County|26857|4377|KY-Leslie County
United States - Kentucky - Letcher County|Letcher County|31283|3936|KY-Letcher County
United States - Kentucky - Lewis County|Lewis County|28376|2904|KY-Lewis County
United States - Kentucky - Lincoln County|Lincoln County|32314|1824|KY-Lincoln County
United States - Kentucky - Livingston County|Livingston County|39075|4686|KY-Livingston County
United States - Kentucky - Logan County|Logan County|34647|2888|KY-Logan County
United States - Kentucky - Lyon County|Lyon County|42079|4152|KY-Lyon County
United States - Kentucky - McCracken County|McCracken County|41630|1340|KY-McCracken County
United States - Kentucky - McCreary County|McCreary County|22643|2297|KY-McCreary County
United States - Kentucky - McLean County|McLean County|39115|3585|KY-McLean County
United States - Kentucky - Madison County|Madison County|41894|1633|KY-Madison County
United States - Kentucky - Magoffin County|Magoffin County|22779|3441|KY-Magoffin County
United States - Kentucky - Marion County|Marion County|37488|2836|KY-Marion County
United States - Kentucky - Marshall County|Marshall County|43326|1799|KY-Marshall County
United States - Kentucky - Martin County|Martin County|25173|3098|KY-Martin County
United States - Kentucky - Mason County|Mason County|40523|4073|KY-Mason County
United States - Kentucky - Meade County|Meade County|43800|1951|KY-Meade County
United States - Kentucky - Menifee County|Menifee County|29740|5787|KY-Menifee County
United States - Kentucky - Mercer County|Mercer County|47955|3793|KY-Mercer County
United States - Kentucky - Metcalfe County|Metcalfe County|34732|3539|KY-Metcalfe County
United States - Kentucky - Monroe County|Monroe County|28439|2971|KY-Monroe County
United States - Kentucky - Montgomery County|Montgomery County|36034|3288|KY-Montgomery County
United States - Kentucky - Morgan County|Morgan County|30229|2640|KY-Morgan County
United States - Kentucky - Muhlenberg County|Muhlenberg County|36750|2267|KY-Muhlenberg County
United States - Kentucky - Nelson County|Nelson County|44783|2802|KY-Nelson County
United States - Kentucky - Nicholas County|Nicholas County|40259|2902|KY-Nicholas County
United States - Kentucky - Ohio County|Ohio County|36050|2464|KY-Ohio County
United States - Kentucky - Oldham County|Oldham County|79417|2760|KY-Oldham County
United States - Kentucky - Owen County|Owen County|46238|2946|KY-Owen County
United States - Kentucky - Owsley County|Owsley County|19351|3663|KY-Owsley County
United States - Kentucky - Pendleton County|Pendleton County|44670|4132|KY-Pendleton County
United States - Kentucky - Perry County|Perry County|29547|4454|KY-Perry County
United States - Kentucky - Pike County|Pike County|32563|1444|KY-Pike County
United States - Kentucky - Powell County|Powell County|31815|4208|KY-Powell County
United States - Kentucky - Pulaski County|Pulaski County|32771|1261|KY-Pulaski County
United States - Kentucky - Robertson County|Robertson County|27254|11902|KY-Robertson County
United States - Kentucky - Rockcastle County|Rockcastle County|26946|2891|KY-Rockcastle County
United States - Kentucky - Rowan County|Rowan County|31604|5117|KY-Rowan County
United States - Kentucky - Russell County|Russell County|29980|2457|KY-Russell County
United States - Kentucky - Scott County|Scott County|58028|2845|KY-Scott County
United States - Kentucky - Shelby County|Shelby County|55296|2808|KY-Shelby County
United States - Kentucky - Simpson County|Simpson County|41323|2840|KY-Simpson County
United States - Kentucky - Spencer County|Spencer County|59326|3449|KY-Spencer County
United States - Kentucky - Taylor County|Taylor County|35378|2285|KY-Taylor County
United States - Kentucky - Todd County|Todd County|36989|5566|KY-Todd County
United States - Kentucky - Trigg County|Trigg County|41825|2950|KY-Trigg County
United States - Kentucky - Trimble County|Trimble County|47798|6504|KY-Trimble County
United States - Kentucky - Union County|Union County|39515|4002|KY-Union County
United States - Kentucky - Warren County|Warren County|43954|1671|KY-Warren County
United States - Kentucky - Washington County|Washington County|43090|5166|KY-Washington County
United States - Kentucky - Wayne County|Wayne County|25993|3243|KY-Wayne County
United States - Kentucky - Webster County|Webster County|39635|2950|KY-Webster County
United States - Kentucky - Whitley County|Whitley County|28122|2448|KY-Whitley County
United States - Kentucky - Wolfe County|Wolfe County|20910|3983|KY-Wolfe County
United States - Kentucky - Woodford County|Woodford County|56537|4134|KY-Woodford County
United States - Louisiana|Louisiana|43445|264|LA-Louisiana
United States - Louisiana - Acadia Parish|Acadia Parish|37261|2127|LA-Acadia Parish
United States - Louisiana - Allen Parish|Allen Parish|36926|1645|LA-Allen Parish
United States - Louisiana - Ascension Parish|Ascension Parish|63716|2889|LA-Ascension Parish
United States - Louisiana - Assumption Parish|Assumption Parish|45235|3420|LA-Assumption Parish
United States - Louisiana - Avoyelles Parish|Avoyelles Parish|31412|2434|LA-Avoyelles Parish
United States - Louisiana - Beauregard Parish|Beauregard Parish|45202|1586|LA-Beauregard Parish
United States - Louisiana - Bienville Parish|Bienville Parish|31870|1778|LA-Bienville Parish
United States - Louisiana - Bossier Parish|Bossier Parish|51020|1496|LA-Bossier Parish
United States - Louisiana - Caddo Parish|Caddo Parish|37181|848|LA-Caddo Parish
United States - Louisiana - Calcasieu Parish|Calcasieu Parish|43758|1562|LA-Calcasieu Parish
United States - Louisiana - Caldwell Parish|Caldwell Parish|37423|4063|LA-Caldwell Parish
United States - Louisiana - Cameron Parish|Cameron Parish|59555|7364|LA-Cameron Parish
United States - Louisiana - Catahoula Parish|Catahoula Parish|36398|5022|LA-Catahoula Parish
United States - Louisiana - Claiborne Parish|Claiborne Parish|32292|3423|LA-Claiborne Parish
United States - Louisiana - Concordia Parish|Concordia Parish|30062|4388|LA-Concordia Parish
United States - Louisiana - De Soto Parish|De Soto Parish|38007|1766|LA-De Soto Parish
United States - Louisiana - East Baton Rouge Parish|East Baton Rouge Parish|46179|857|LA-East Baton Rouge Parish
United States - Louisiana - East Carroll Parish|East Carroll Parish|24038|3515|LA-East Carroll Parish
United States - Louisiana - East Feliciana Parish|East Feliciana Parish|35335|5377|LA-East Feliciana Parish
United States - Louisiana - Evangeline Parish|Evangeline Parish|34057|3259|LA-Evangeline Parish
United States - Louisiana - Franklin Parish|Franklin Parish|32311|3284|LA-Franklin Parish
United States - Louisiana - Grant Parish|Grant Parish|40092|3050|LA-Grant Parish
United States - Louisiana - Iberia Parish|Iberia Parish|41783|1764|LA-Iberia Parish
United States - Louisiana - Iberville Parish|Iberville Parish|42215|1997|LA-Iberville Parish
United States - Louisiana - Jackson Parish|Jackson Parish|40674|2215|LA-Jackson Parish
United States - Louisiana - Jefferson Parish|Jefferson Parish|48175|742|LA-Jefferson Parish
United States - Louisiana - Jefferson Davis Parish|Jefferson Davis Parish|42907|3236|LA-Jefferson Davis Parish
United States - Louisiana - Lafayette Parish|Lafayette Parish|47559|1314|LA-Lafayette Parish
United States - Louisiana - Lafourche Parish|Lafourche Parish|47492|2217|LA-Lafourche Parish
United States - Louisiana - La Salle Parish|La Salle Parish|37572|3943|LA-La Salle Parish
United States - Louisiana - Lincoln Parish|Lincoln Parish|35247|2512|LA-Lincoln Parish
United States - Louisiana - Livingston Parish|Livingston Parish|54708|1820|LA-Livingston Parish
United States - Louisiana - Madison Parish|Madison Parish|26441|2908|LA-Madison Parish
United States - Louisiana - Morehouse Parish|Morehouse Parish|31781|1886|LA-Morehouse Parish
United States - Louisiana - Natchitoches Parish|Natchitoches Parish|30326|1156|LA-Natchitoches Parish
United States - Louisiana - Orleans Parish|Orleans Parish|37468|1104|LA-Orleans Parish
United States - Louisiana - Ouachita Parish|Ouachita Parish|39823|1488|LA-Ouachita Parish
